Name,date_of_birth,goals,outfielder_block,touches,goal_assist,appearances,clean_sheet,mins_played,yellow_card,red_card,total_pass,big_chance_missed,total_offside,total_tackle,fouls,dispossessed,total_clearance
Lucas Digne,1993-07-19,0.0,4.0,2123.0,7.0,30.0,9.0,2682.0,2.0,1.0,1266.0,0.0,4.0,63.0,33.0,20.0,72.0
John Fleck,1991-08-23,0.0,4.0,1564.0,2.0,31.0,5.0,2577.0,4.0,0.0,1139.0,0.0,0.0,51.0,33.0,24.0,10.0
Christian Fuchs,1986-04-06,0.0,4.0,697.0,0.0,9.0,3.0,702.0,4.0,0.0,524.0,0.0,0.0,18.0,14.0,1.0,30.0
N'Golo Kanté,1991-03-28,0.0,4.0,1932.0,2.0,30.0,9.0,2145.0,7.0,0.0,1529.0,1.0,0.0,79.0,36.0,15.0,26.0
Max Lowe,1997-05-10,0.0,4.0,312.0,0.0,8.0,0.0,551.0,1.0,0.0,172.0,0.0,0.0,26.0,10.0,4.0,6.0
Jack Robinson,1993-08-31,0.0,4.0,585.0,1.0,11.0,2.0,875.0,3.0,0.0,423.0,1.0,0.0,14.0,10.0,2.0,41.0
Antonee Robinson,1997-08-07,0.0,4.0,1767.0,0.0,28.0,4.0,2162.0,4.0,1.0,1047.0,0.0,1.0,45.0,20.0,22.0,54.0
Romaine Sawyers,1991-11-01,0.0,4.0,909.0,0.0,19.0,1.0,1490.0,2.0,0.0,720.0,0.0,0.0,30.0,18.0,10.0,10.0
Moussa Sissoko,1989-08-15,0.0,4.0,999.0,0.0,25.0,4.0,1577.0,3.0,0.0,761.0,0.0,0.0,22.0,22.0,14.0,22.0
Harry Winks,1996-02-01,0.0,4.0,779.0,0.0,15.0,0.0,861.0,5.0,0.0,681.0,0.0,0.0,16.0,11.0,3.0,11.0
Oleksandr Zinchenko,1996-12-14,0.0,4.0,1680.0,0.0,20.0,7.0,1474.0,0.0,0.0,1368.0,0.0,1.0,25.0,9.0,6.0,25.0
Jonny,1994-03-02,0.0,3.0,324.0,0.0,7.0,1.0,499.0,0.0,0.0,182.0,0.0,0.0,11.0,7.0,7.0,7.0
Ahmed El Mohamady,1987-09-08,0.0,3.0,714.0,0.0,14.0,3.0,833.0,2.0,0.0,470.0,0.0,0.0,17.0,6.0,3.0,22.0
Ainsley Maitland-Niles,1997-08-28,0.0,3.0,1021.0,0.0,26.0,5.0,1719.0,2.0,0.0,648.0,1.0,2.0,33.0,16.0,31.0,27.0
James McArthur,1987-10-06,0.0,3.0,1034.0,2.0,18.0,3.0,1471.0,3.0,0.0,772.0,0.0,0.0,57.0,32.0,10.0,28.0
James Milner,1986-01-03,0.0,3.0,1113.0,1.0,26.0,2.0,1062.0,3.0,0.0,857.0,0.0,0.0,26.0,19.0,12.0,14.0
Mark Noble,1987-05-07,0.0,3.0,507.0,0.0,21.0,0.0,706.0,1.0,0.0,430.0,0.0,1.0,8.0,9.0,6.0,3.0
Jack O'Connell,1994-03-28,0.0,3.0,101.0,0.0,2.0,0.0,180.0,0.0,0.0,77.0,0.0,1.0,3.0,0.0,0.0,7.0
James Tomkins,1989-03-28,0.0,3.0,247.0,0.0,8.0,2.0,552.0,1.0,0.0,182.0,0.0,0.0,4.0,3.0,0.0,43.0
Rhys Williams,2001-02-02,0.0,3.0,560.0,0.0,9.0,3.0,660.0,0.0,0.0,504.0,1.0,0.0,6.0,4.0,0.0,26.0
Okay Yokuslu,1994-03-08,0.0,3.0,787.0,1.0,16.0,4.0,1319.0,4.0,0.0,530.0,1.0,1.0,38.0,25.0,9.0,32.0
Rhian Brewster,2000-03-31,0.0,2.0,374.0,0.0,27.0,0.0,1123.0,1.0,0.0,207.0,2.0,4.0,8.0,18.0,18.0,4.0
Calum Chambers,1995-01-19,0.0,2.0,699.0,2.0,10.0,2.0,752.0,0.0,0.0,479.0,0.0,0.0,7.0,7.0,4.0,36.0
Nathaniel Clyne,1991-04-04,0.0,2.0,709.0,1.0,13.0,0.0,1147.0,2.0,0.0,443.0,0.0,0.0,17.0,4.0,2.0,21.0
Billy Gilmour,2001-06-10,0.0,2.0,255.0,0.0,5.0,1.0,259.0,0.0,0.0,225.0,0.0,0.0,4.0,2.0,0.0,1.0
Joe Gomez,1997-05-22,0.0,2.0,619.0,0.0,7.0,0.0,590.0,0.0,0.0,556.0,0.0,0.0,3.0,6.0,3.0,28.0
Michael Hector,1992-07-18,0.0,2.0,216.0,0.0,4.0,0.0,264.0,2.0,0.0,186.0,0.0,0.0,3.0,5.0,0.0,6.0
Ozan Kabak,2000-03-24,0.0,2.0,681.0,0.0,9.0,2.0,803.0,3.0,0.0,584.0,0.0,0.0,19.0,12.0,3.0,27.0
Marçal,1989-02-18,0.0,2.0,479.0,0.0,13.0,1.0,621.0,2.0,0.0,301.0,0.0,0.0,13.0,12.0,2.0,19.0
Alex Telles,1992-12-14,0.0,2.0,686.0,2.0,9.0,1.0,691.0,0.0,0.0,458.0,0.0,1.0,14.0,4.0,5.0,18.0
Josh Onomah,1997-04-26,0.0,2.0,226.0,0.0,11.0,0.0,372.0,1.0,0.0,170.0,0.0,0.0,11.0,12.0,9.0,1.0
Matt Ritchie,1989-09-09,0.0,2.0,786.0,2.0,18.0,2.0,1352.0,2.0,0.0,437.0,0.0,1.0,10.0,12.0,5.0,41.0
Fernandinho,1985-05-03,0.0,2.0,1175.0,2.0,21.0,6.0,1184.0,6.0,0.0,1014.0,1.0,0.0,31.0,22.0,4.0,17.0
Mamadou Sakho,1990-02-12,0.0,2.0,124.0,0.0,4.0,0.0,275.0,0.0,0.0,92.0,0.0,0.0,3.0,2.0,1.0,11.0
Robert Snodgrass,1987-09-06,0.0,2.0,244.0,0.0,11.0,0.0,531.0,2.0,0.0,136.0,0.0,1.0,17.0,8.0,4.0,12.0
Cédric Soares,1991-08-30,0.0,1.0,572.0,1.0,10.0,2.0,745.0,1.0,0.0,365.0,0.0,0.0,12.0,6.0,9.0,14.0
Ricardo Pereira,1993-10-05,0.0,1.0,757.0,1.0,15.0,2.0,958.0,3.0,0.0,464.0,0.0,0.0,31.0,18.0,16.0,19.0
Phil Bardsley,1985-06-27,0.0,1.0,207.0,0.0,4.0,0.0,273.0,2.0,0.0,109.0,0.0,0.0,6.0,8.0,1.0,12.0
Gaetano Berardi,1988-08-20,0.0,1.0,72.0,0.0,2.0,0.0,114.0,0.0,0.0,55.0,0.0,0.0,2.0,1.0,0.0,2.0
Ryan Bertrand,1989-08-04,0.0,1.0,1864.0,1.0,29.0,8.0,2599.0,5.0,0.0,1197.0,0.0,3.0,60.0,29.0,8.0,37.0
Hamza Choudhury,1997-09-30,0.0,1.0,290.0,0.0,10.0,1.0,314.0,1.0,0.0,235.0,1.0,0.0,8.0,6.0,0.0,7.0
Amad Diallo,2002-07-10,0.0,1.0,104.0,1.0,3.0,0.0,167.0,0.0,0.0,63.0,0.0,0.0,3.0,2.0,5.0,1.0
Ibrahima Diallo,1999-03-07,0.0,1.0,759.0,0.0,22.0,3.0,1012.0,3.0,0.0,588.0,1.0,0.0,29.0,22.0,15.0,12.0
Sam Field,1998-05-07,0.0,1.0,46.0,0.0,3.0,0.0,61.0,0.0,0.0,24.0,0.0,0.0,5.0,2.0,1.0,3.0
Eric García,2001-01-08,0.0,1.0,385.0,0.0,6.0,0.0,380.0,0.0,0.0,339.0,0.0,0.0,8.0,4.0,0.0,10.0
Mateo Kovacic,1994-05-05,0.0,1.0,2067.0,1.0,27.0,7.0,1818.0,4.0,0.0,1762.0,0.0,0.0,46.0,16.0,23.0,9.0
Javier Manquillo,1994-05-04,0.0,1.0,513.0,0.0,13.0,3.0,826.0,1.0,0.0,290.0,0.0,0.0,24.0,7.0,7.0,14.0
Nampalys Mendy,1992-06-22,0.0,1.0,1147.0,1.0,23.0,3.0,1458.0,5.0,0.0,973.0,0.0,0.0,26.0,21.0,11.0,7.0
Denis Odoi,1988-05-26,0.0,1.0,220.0,0.0,3.0,0.0,270.0,1.0,0.0,168.0,0.0,1.0,3.0,7.0,2.0,5.0
Divock Origi,1995-04-17,0.0,1.0,96.0,0.0,9.0,0.0,182.0,0.0,0.0,56.0,2.0,0.0,3.0,0.0,5.0,2.0
Owen Otasowie,2001-01-05,0.0,1.0,110.0,1.0,6.0,0.0,187.0,1.0,0.0,59.0,1.0,0.0,5.0,3.0,3.0,4.0
Lee Peltier,1986-12-10,0.0,1.0,110.0,0.0,4.0,0.0,228.0,1.0,0.0,65.0,0.0,0.0,9.0,4.0,0.0,11.0
Ian Poveda-Ocampo,2000-02-08,0.0,1.0,213.0,0.0,14.0,0.0,344.0,0.0,0.0,111.0,0.0,2.0,5.0,5.0,16.0,2.0
Jamie Shackleton,1999-10-07,0.0,1.0,263.0,0.0,13.0,0.0,455.0,0.0,0.0,192.0,0.0,1.0,10.0,3.0,1.0,2.0
Sidnei Tavares,2001-09-28,0.0,1.0,38.0,0.0,2.0,0.0,85.0,0.0,0.0,26.0,0.0,0.0,1.0,1.0,3.0,0.0
André Gomes,1993-07-29,0.0,1.0,1163.0,1.0,28.0,1.0,1568.0,3.0,0.0,876.0,0.0,2.0,35.0,35.0,31.0,10.0
Fikayo Tomori,1997-12-18,0.0,1.0,43.0,0.0,1.0,0.0,45.0,0.0,0.0,29.0,0.0,0.0,2.0,1.0,0.0,8.0
Neco Williams,2001-04-12,0.0,1.0,259.0,0.0,6.0,0.0,248.0,1.0,0.0,157.0,0.0,0.0,6.0,3.0,3.0,4.0
DeAndre Yedlin,1993-07-08,0.0,1.0,239.0,0.0,6.0,1.0,437.0,0.0,0.0,135.0,0.0,1.0,9.0,4.0,1.0,14.0
Alireza Jahanbakhsh,1993-08-10,0.0,0.0,362.0,1.0,21.0,0.0,523.0,3.0,0.0,232.0,2.0,0.0,9.0,7.0,7.0,1.0
Bernd Leno,1992-03-03,0.0,0.0,1326.0,0.0,35.0,11.0,3132.0,0.0,1.0,997.0,0.0,0.0,1.0,2.0,1.0,23.0
Kayne Ramsay,2000-10-09,0.0,0.0,37.0,0.0,1.0,0.0,90.0,1.0,0.0,19.0,0.0,0.0,5.0,1.0,0.0,3.0
Illan Meslier,2000-03-01,0.0,0.0,1598.0,0.0,35.0,11.0,3150.0,0.0,0.0,1080.0,0.0,0.0,0.0,1.0,1.0,41.0
Emiliano Martínez,1992-09-01,0.0,0.0,1541.0,0.0,38.0,15.0,3420.0,1.0,0.0,1134.0,0.0,0.0,3.0,1.0,0.0,14.0
Sam Johnstone,1993-03-24,0.0,0.0,1531.0,1.0,37.0,6.0,3330.0,1.0,0.0,1108.0,0.0,0.0,0.0,1.0,0.0,38.0
Aaron Ramsdale,1998-05-13,0.0,0.0,1386.0,0.0,38.0,5.0,3420.0,1.0,0.0,1019.0,0.0,0.0,1.0,1.0,0.0,34.0
Kasper Schmeichel,1986-11-04,0.0,0.0,1385.0,0.0,38.0,11.0,3420.0,0.0,0.0,1067.0,0.0,0.0,0.0,0.0,0.0,17.0
Jordan Pickford,1994-03-06,0.0,0.0,1319.0,0.0,31.0,10.0,2743.0,1.0,0.0,998.0,0.0,0.0,0.0,1.0,0.0,39.0
Vicente Guaita,1987-01-09,0.0,0.0,1250.0,0.0,37.0,8.0,3330.0,2.0,0.0,921.0,0.0,0.0,1.0,0.0,0.0,33.0
Hugo Lloris,1986-12-25,0.0,0.0,1248.0,0.0,38.0,12.0,3420.0,0.0,0.0,898.0,0.0,0.0,0.0,0.0,1.0,19.0
Ederson,1993-08-16,0.0,0.0,1237.0,1.0,36.0,19.0,3240.0,3.0,0.0,959.0,0.0,0.0,3.0,1.0,0.0,17.0
Alex McCarthy,1989-12-02,0.0,0.0,1229.0,0.0,30.0,7.0,2700.0,2.0,0.0,940.0,0.0,0.0,1.0,0.0,0.0,22.0
Robert Sánchez,1997-11-17,0.0,0.0,1226.0,0.0,27.0,10.0,2430.0,2.0,0.0,984.0,0.0,0.0,1.0,2.0,0.0,14.0
Alphonse Aréola,1993-02-26,0.0,0.0,1209.0,0.0,36.0,9.0,3240.0,2.0,0.0,838.0,0.0,0.0,1.0,0.0,0.0,39.0
Nick Pope,1992-04-18,0.0,0.0,1195.0,0.0,32.0,11.0,2880.0,1.0,0.0,839.0,0.0,0.0,1.0,2.0,0.0,40.0
Lukasz Fabianski,1985-04-17,0.0,0.0,1185.0,0.0,35.0,10.0,3150.0,2.0,0.0,856.0,0.0,0.0,1.0,1.0,0.0,21.0
Édouard Mendy,1992-02-29,0.0,0.0,1121.0,0.0,31.0,16.0,2745.0,2.0,0.0,899.0,0.0,0.0,0.0,1.0,0.0,11.0
Rui Patrício,1988-02-14,0.0,0.0,951.0,0.0,37.0,10.0,3329.0,1.0,0.0,662.0,0.0,0.0,0.0,0.0,0.0,8.0
Karl Darlow,1990-10-07,0.0,0.0,889.0,0.0,25.0,4.0,2250.0,3.0,0.0,628.0,0.0,0.0,0.0,0.0,0.0,42.0
Arthur Masuaku,1993-11-06,0.0,0.0,753.0,2.0,12.0,4.0,1008.0,2.0,0.0,476.0,1.0,1.0,20.0,10.0,15.0,17.0
David de Gea,1990-11-06,0.0,0.0,674.0,0.0,26.0,9.0,2295.0,0.0,0.0,501.0,0.0,0.0,0.0,0.0,0.0,14.0
Mathew Ryan,1992-04-07,0.0,0.0,533.0,0.0,14.0,3.0,1260.0,1.0,0.0,397.0,0.0,0.0,1.0,1.0,0.0,15.0
Martin Dúbravka,1989-01-14,0.0,0.0,515.0,0.0,13.0,3.0,1170.0,0.0,0.0,371.0,0.0,0.0,0.0,0.0,0.0,12.0
Xherdan Shaqiri,1991-10-09,0.0,0.0,499.0,2.0,14.0,0.0,553.0,2.0,0.0,399.0,0.0,0.0,7.0,11.0,7.0,0.0
Ki-Jana Hoever,2002-01-17,0.0,0.0,467.0,0.0,12.0,0.0,574.0,1.0,0.0,291.0,0.0,1.0,14.0,4.0,6.0,22.0
Pablo Hernández,1985-04-10,0.0,0.0,462.0,2.0,16.0,0.0,417.0,1.0,0.0,378.0,1.0,0.0,5.0,1.0,1.0,0.0
Ryan Fraser,1994-02-23,0.0,0.0,458.0,2.0,18.0,0.0,925.0,0.0,1.0,262.0,1.0,0.0,4.0,5.0,5.0,5.0
Naby Keïta,1995-02-09,0.0,0.0,454.0,0.0,10.0,1.0,523.0,1.0,0.0,356.0,0.0,0.0,11.0,13.0,8.0,5.0
Filip Krovinovic,1995-08-28,0.0,0.0,454.0,0.0,11.0,0.0,544.0,0.0,0.0,360.0,0.0,0.0,13.0,5.0,5.0,2.0
Vitinha,2000-02-12,0.0,0.0,411.0,1.0,19.0,0.0,513.0,0.0,0.0,330.0,1.0,1.0,7.0,8.0,3.0,1.0
Dean Henderson,1997-03-11,0.0,0.0,382.0,0.0,13.0,4.0,1125.0,3.0,0.0,258.0,0.0,0.0,1.0,0.0,0.0,7.0
Fraser Forster,1988-03-16,0.0,0.0,320.0,0.0,8.0,2.0,720.0,0.0,0.0,243.0,0.0,0.0,1.0,1.0,0.0,16.0
Fabian Delph,1989-11-20,0.0,0.0,281.0,0.0,8.0,0.0,261.0,1.0,0.0,217.0,0.0,0.0,5.0,3.0,0.0,7.0
Kepa,1994-10-02,0.0,0.0,272.0,0.0,7.0,2.0,585.0,1.0,0.0,205.0,0.0,0.0,0.0,0.0,0.0,4.0
Robin Olsen,1990-01-07,0.0,0.0,232.0,0.0,7.0,2.0,630.0,1.0,0.0,176.0,0.0,0.0,0.0,0.0,0.0,5.0
Andrii Yarmolenko,1989-10-22,0.0,0.0,219.0,1.0,15.0,0.0,363.0,3.0,0.0,135.0,0.0,5.0,5.0,8.0,10.0,1.0
Morgan Sanson,1994-08-17,0.0,0.0,216.0,0.0,9.0,0.0,291.0,3.0,0.0,138.0,0.0,2.0,7.0,6.0,3.0,1.0
Cengiz Ünder,1997-07-13,0.0,0.0,199.0,2.0,9.0,0.0,274.0,0.0,0.0,111.0,0.0,2.0,4.0,1.0,9.0,0.0
Aboubakar Kamara,1995-03-06,0.0,0.0,187.0,0.0,11.0,0.0,310.0,1.0,1.0,112.0,1.0,0.0,2.0,9.0,8.0,0.0
Matty Longstaff,2000-03-20,0.0,0.0,181.0,0.0,5.0,1.0,377.0,0.0,0.0,139.0,0.0,0.0,3.0,3.0,1.0,2.0
Brandon Williams,2000-09-02,0.0,0.0,167.0,0.0,4.0,0.0,187.0,0.0,0.0,123.0,1.0,0.0,0.0,2.0,1.0,4.0
Dale Stephens,1989-06-11,0.0,0.0,166.0,0.0,7.0,0.0,258.0,1.0,0.0,119.0,0.0,0.0,11.0,8.0,5.0,1.0
Rúben Vinagre,1999-04-08,0.0,0.0,131.0,0.0,2.0,0.0,172.0,0.0,0.0,80.0,0.0,0.0,7.0,2.0,6.0,4.0
Bailey Peacock-Farrell,1996-10-28,0.0,0.0,126.0,0.0,4.0,0.0,360.0,0.0,0.0,106.0,0.0,0.0,0.0,0.0,0.0,1.0
Davy Pröpper,1991-09-01,0.0,0.0,124.0,0.0,7.0,0.0,211.0,0.0,0.0,93.0,0.0,0.0,6.0,1.0,5.0,0.0
Bernardo,1995-05-13,0.0,0.0,120.0,0.0,3.0,0.0,204.0,0.0,0.0,74.0,0.0,0.0,10.0,1.0,4.0,1.0
Josh Benson,1999-12-04,0.0,0.0,119.0,0.0,6.0,0.0,261.0,0.0,0.0,79.0,0.0,0.0,5.0,4.0,4.0,2.0
Kiko Casilla,1986-10-01,0.0,0.0,116.0,0.0,3.0,1.0,270.0,0.0,0.0,78.0,0.0,0.0,0.0,0.0,0.0,4.0
Adrián,1987-01-02,0.0,0.0,116.0,0.0,3.0,1.0,270.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,6.0
Will Smallbone,2000-02-20,0.0,0.0,102.0,0.0,3.0,0.0,173.0,0.0,0.0,73.0,0.0,0.0,6.0,3.0,2.0,1.0
Yan Valery,1999-02-21,0.0,0.0,102.0,0.0,3.0,0.0,101.0,0.0,0.0,45.0,1.0,0.0,5.0,1.0,5.0,5.0
Lys Mousset,1996-02-07,0.0,0.0,101.0,0.0,11.0,0.0,289.0,0.0,0.0,44.0,1.0,4.0,1.0,7.0,9.0,1.0
Shane Long,1987-01-21,0.0,0.0,99.0,0.0,11.0,0.0,200.0,0.0,0.0,56.0,0.0,3.0,2.0,7.0,7.0,1.0
Maxime Le Marchand,1989-10-10,0.0,0.0,94.0,0.0,2.0,0.0,122.0,2.0,0.0,85.0,0.0,0.0,2.0,3.0,0.0,3.0
Joshua King,1992-01-14,0.0,0.0,91.0,0.0,11.0,0.0,138.0,0.0,0.0,49.0,1.0,3.0,4.0,4.0,6.0,1.0
Timothy Fosu-Mensah,1998-01-01,0.0,0.0,87.0,0.0,1.0,0.0,81.0,1.0,0.0,66.0,0.0,1.0,2.0,1.0,2.0,1.0
Emerson,1994-08-02,0.0,0.0,82.0,0.0,2.0,0.0,89.0,0.0,0.0,56.0,0.0,0.0,3.0,3.0,0.0,6.0
Darren Randolph,1987-05-11,0.0,0.0,77.0,0.0,3.0,1.0,270.0,0.0,0.0,61.0,0.0,0.0,0.0,0.0,0.0,4.0
Andi Zeqiri,1999-06-21,0.0,0.0,74.0,0.0,9.0,0.0,165.0,0.0,0.0,38.0,1.0,0.0,3.0,2.0,1.0,2.0
Caoimhín Kelleher,1998-11-22,0.0,0.0,73.0,0.0,2.0,1.0,180.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0,2.0
Ahmed Hegazy,1991-01-24,0.0,0.0,72.0,0.0,1.0,1.0,90.0,0.0,0.0,56.0,0.0,0.0,0.0,0.0,0.0,7.0
Neeskens Kebano,1992-03-09,0.0,0.0,72.0,0.0,5.0,0.0,117.0,0.0,0.0,36.0,0.0,1.0,0.0,3.0,2.0,0.0
Jonjoe Kenny,1997-03-14,0.0,0.0,71.0,0.0,4.0,0.0,79.0,0.0,0.0,42.0,0.0,1.0,2.0,0.0,0.0,2.0
Sead Kolasinac,1993-06-19,0.0,0.0,71.0,0.0,1.0,0.0,90.0,0.0,0.0,62.0,0.0,0.0,0.0,1.0,0.0,0.0
Will Norris,1993-08-11,0.0,0.0,62.0,0.0,2.0,0.0,180.0,0.0,0.0,56.0,0.0,0.0,0.0,0.0,0.0,1.0
Charlie Austin,1989-07-04,0.0,0.0,61.0,0.0,5.0,0.0,134.0,0.0,0.0,33.0,1.0,1.0,4.0,0.0,2.0,4.0
Kamil Grosicki,1988-06-07,0.0,0.0,61.0,1.0,3.0,0.0,149.0,0.0,0.0,40.0,0.0,0.0,2.0,1.0,1.0,1.0
Niels Nkounkou,2000-10-31,0.0,0.0,61.0,0.0,2.0,0.0,81.0,1.0,0.0,28.0,0.0,0.0,4.0,1.0,1.0,4.0
Kyle Edwards,1998-02-16,0.0,0.0,55.0,0.0,5.0,0.0,113.0,0.0,0.0,34.0,0.0,0.0,3.0,1.0,1.0,0.0
Terence Kongolo,1994-02-13,0.0,0.0,55.0,0.0,1.0,0.0,90.0,0.0,0.0,44.0,0.0,0.0,3.0,1.0,0.0,2.0
Shkodran Mustafi,1992-04-16,0.0,0.0,55.0,0.0,3.0,0.0,45.0,0.0,0.0,49.0,0.0,0.0,1.0,1.0,0.0,3.0
Daniel Nlundulu,1999-02-04,0.0,0.0,54.0,0.0,13.0,0.0,102.0,0.0,0.0,29.0,0.0,1.0,0.0,6.0,2.0,2.0
Marek Rodák,1996-12-12,0.0,0.0,54.0,0.0,2.0,0.0,180.0,0.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,2.0
Anthony Gordon,2001-02-23,0.0,0.0,51.0,0.0,3.0,0.0,88.0,0.0,0.0,25.0,0.0,1.0,3.0,0.0,2.0,2.0
Percy Tau,1994-05-12,0.0,0.0,47.0,1.0,3.0,0.0,102.0,0.0,0.0,31.0,0.0,0.0,1.0,0.0,1.0,0.0
Reiss Nelson,1999-12-09,0.0,0.0,44.0,0.0,2.0,0.0,70.0,0.0,0.0,17.0,0.0,0.0,1.0,2.0,2.0,1.0
David Button,1989-02-26,0.0,0.0,43.0,0.0,1.0,0.0,90.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,2.0
Zack Steffen,1995-04-01,0.0,0.0,31.0,0.0,1.0,0.0,90.0,0.0,0.0,26.0,0.0,0.0,0.0,1.0,0.0,0.0
John Ruddy,1986-10-23,0.0,0.0,30.0,0.0,2.0,0.0,91.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0
Jack Butland,1993-03-09,0.0,0.0,26.0,0.0,1.0,0.0,90.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0
Willy Caballero,1981-09-27,0.0,0.0,26.0,0.0,1.0,0.0,90.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0
Leif Davis,1999-12-30,0.0,0.0,26.0,0.0,2.0,0.0,31.0,0.0,0.0,19.0,0.0,0.0,0.0,1.0,1.0,0.0
Rekeem Harper,2000-03-07,0.0,0.0,25.0,0.0,2.0,0.0,30.0,0.0,0.0,17.0,0.0,0.0,0.0,1.0,0.0,0.0
Michael Obafemi,2000-07-05,0.0,0.0,24.0,0.0,4.0,0.0,57.0,0.0,0.0,12.0,0.0,0.0,1.0,1.0,2.0,0.0
Jake Vokins,2000-03-16,0.0,0.0,23.0,0.0,1.0,0.0,66.0,0.0,0.0,13.0,0.0,1.0,0.0,2.0,0.0,0.0
Niall Huggins,2000-12-17,0.0,0.0,21.0,0.0,1.0,0.0,37.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,1.0
João Virgínia,1999-10-09,0.0,0.0,21.0,0.0,1.0,0.0,47.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0
Caleb Watts,2002-01-15,0.0,0.0,21.0,0.0,3.0,0.0,36.0,1.0,0.0,12.0,0.0,0.0,2.0,0.0,1.0,0.0
Oskar Buur,1998-03-30,0.0,0.0,19.0,0.0,1.0,0.0,22.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,1.0,0.0
Scott Carson,1985-09-02,0.0,0.0,18.0,0.0,1.0,0.0,90.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
Tyrese Francois,2000-07-15,0.0,0.0,18.0,0.0,1.0,0.0,14.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0
Cenk Tosun,1991-06-06,0.0,0.0,17.0,0.0,5.0,0.0,44.0,1.0,0.0,14.0,0.0,0.0,0.0,1.0,0.0,0.0
Demarai Gray,1996-06-27,0.0,0.0,16.0,0.0,1.0,0.0,18.0,0.0,0.0,9.0,0.0,0.0,1.0,0.0,0.0,0.0
Jean-Philippe Gbamin,1995-09-24,0.0,0.0,15.0,0.0,1.0,0.0,11.0,0.0,0.0,9.0,0.0,0.0,1.0,0.0,1.0,1.0
Moise Kean,2000-02-27,0.0,0.0,15.0,0.0,2.0,0.0,13.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0
Carney Chukwuemeka,2003-10-19,0.0,0.0,14.0,0.0,2.0,0.0,18.0,0.0,0.0,9.0,0.0,0.0,2.0,2.0,0.0,0.0
José Izquierdo,1992-07-06,0.0,0.0,13.0,0.0,1.0,0.0,8.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0
Joel Mumbongo,1999-01-08,0.0,0.0,13.0,0.0,4.0,0.0,37.0,1.0,0.0,5.0,0.0,1.0,0.0,1.0,1.0,0.0
Rúnar Alex Rúnarsson,1995-02-17,0.0,0.0,13.0,0.0,1.0,0.0,16.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0
Neil Taylor,1989-02-06,0.0,0.0,13.0,0.0,1.0,0.0,15.0,1.0,0.0,9.0,0.0,0.0,1.0,1.0,0.0,0.0
Islam Slimani,1988-06-17,0.0,0.0,12.0,0.0,1.0,0.0,19.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0
Liam Delap,2003-02-07,0.0,0.0,11.0,0.0,1.0,0.0,39.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0,1.0,0.0
Thakgalo Leshabela,1999-09-17,0.0,0.0,10.0,0.0,1.0,0.0,9.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0
Shola Shoretire,2004-02-01,0.0,0.0,10.0,0.0,2.0,0.0,9.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
Konstantinos Tsimikas,1996-05-11,0.0,0.0,10.0,0.0,2.0,0.0,6.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0
Theo Corbeanu,2002-05-16,0.0,0.0,8.0,0.0,1.0,0.0,8.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0
Hannibal Mejbri,2003-01-20,0.0,0.0,8.0,0.0,1.0,0.0,8.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
Wesley,1996-11-23,0.0,0.0,8.0,0.0,3.0,0.0,15.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
Alexandre Jankewitz,2001-12-24,0.0,0.0,7.0,0.0,2.0,0.0,3.0,0.0,1.0,3.0,0.0,0.0,2.0,1.0,0.0,0.0
Iliman Ndiaye,2000-03-05,0.0,0.0,7.0,0.0,1.0,0.0,11.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0
Felipe Anderson,1993-04-14,0.0,0.0,7.0,0.0,2.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0
Odion Ighalo,1989-06-15,0.0,0.0,6.0,0.0,1.0,0.0,9.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0
Wes Morgan,1984-01-20,0.0,0.0,6.0,0.0,3.0,0.0,16.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0
